review,sentiment
 Location near the Earl s Court Underground VERY convenient Restaurants nearby Good location away from the tourist bustle but very easy to get around London via the Tube ,1
 Modern feel studio type touch very comfortable room,1
No Positive,1
 We had no ventilation in bathroom,0
 very friendly staff liked the premises and location very clean enjoyed the quaint bar,1
 Top notch service location accommodations A great deal and a restful location just a couple of blocks from Paddington station We were very pleased with the service and the kindness from the staff The level of quality of surroundings was superior to other places we stayed in London ,1
 Staff were very friendly and helpful ,1
No Negative,0
 extremely friendly and helpful staff very good breakfast selection and great value Would definitely stay here again ,1
 Room rather small but on two levels,0
No milk in room for drinks Shower unable to regulate temperature Although I asked for twin as I stayed with my son the 2 beds were positioned too close like a double bed Much too tired to complain that evening as we were late checking in and just wanted to sleep,0
 Rooms were spacious and reception staff were very helpful ,1
 Asked for more coffee and sugars only got given two satchets of each Room cleaned floor not hovered as the rug was very messy Wifi worked for half a morning then never connected again for the whole trip ,0
My room wasn t very clean Dirt chunks coming out of heater onto desk When I mentioned that at front desk they just smiled at me White spots on extra blanket So I didn t want to use it Although I love the location and this is my 2nd stay it will probably be my last,0
 Good location nice neighbourhood ,1
No Negative,0
 bathroom smelled like a sewer rooms were very small and cramped pull out couch in the suite was very uncomfortable breakfast buffet was chaotic and poor quality,0
 A better wardrobe space than a small section of the wall,0
No water at all when needed even to flush loo due boilerwork No offer of compensation or change of accommodation Found nibbled biscuit on floor Delux double very basic with view of scaffolding No response from hotel despite 2 emails to manager Very disappointing experience,0
No Positive,1
 The shower add no division from the rest of the toilet Few power plugs in the room The air conditioning was not good enough ,0
 Reception staff disinterested Room very basic and very hot despite the air con ,0
 Friendly staff good qualty for a reasonable price,1
 Location Location Location ,1
 Reception staff were excellent Very cheerful and helpful ,1
 Pricey for what you get and bathroom could get cramped at times couldn t have a shower without flooding the room,0
 Extractor fan in Bath not working Could hear other guests through walls,0
 Excellent staff high quality room and furnishings and a good breakfast ,1
 We were there from Friday afternoon until Sunday and our room was not cleaned on the Saturday they did apologise and gave us fresh towels,0
 Excellent hotel and good value Helpful concierge to leave bags Checked in early and was no problem V comfortable ,1
 Excellent location The staff were friendly and helpful Comfortable room though the bathroom was a little cosy ,1
 Bed and bedding and from fittings top quality State of decoration excellent clean paintwork tiling etc in bathroom Tranquil Obliging checkin and concierge service,1
 Bathroom too cold and not heated Towel bar heated but only when room key is inserted Also a little surprised by the Club Room no snacking possibilities No English beer ,0
Staff extremely helpful and friendly Room upgrade on arrival free of charge to a penthouse suite Fantastic for us as was our first time away just the two of us in 3 years 2 min walk from Waterloo station,1
Booked the hotel room one month prior to the check in date to get the the best price possible However I found out that the room rate went down considerably before my stay More than 350 GPB for 8 nights Communicating with the hotel management they did not agree to lower the price Booking com made a wonderful gesture keeping its promise of best price guarantee Booking com refunded me 352 GBP the difference in the price Thank you Booking com for keeping the promise,0
 nothing,0
 Room was presented well and made to feel welcome,1
 Service is really poor in this hotel Very expensive for low value services For same price you can find something better in the same location There is a bar in the main lobby the team is inefficient and not friendly at all ,0
 The staff was very friendly and helpful They changed our room immediately when we complained about the noise in our room ,1
 The mini kitchen bar,1
No Negative,0
 The room attendants attention to detail was excellent and we were impressed with the small touches like the fresh fruit the advisory notes left The tea tray with the fresh flowers etc ,1
No Positive,1
In relation to the view from the room was originally given a room in the basement window faced a wall Asked to move which they kindly facilitated and got a slightly smaller room on the 4th floor so I could see the sky but was looking out on a flat roof As they said the hotel was busy there wasn t much choice so I was happy that they moved us,0
 It doesn t have refrigerator,0
 the food choice in the restaurant is not very pronounced and exciting more fresh fruit at breakfast,0
 Too hot Horrible view Restaurant was poor Breakfast was adequate at best ,0
The staff were on hand 24 7 to help with travel directions using hotel facilities etc Location is perfect 2 minute walk from subway and in a really nice area Room was a little small but very clean,1
No Positive,1
 The rooms are small yet fully equipped with everything we needed Service excellent staff very friendly and helpful rooms are clean,1
No Negative,0
 The breakfast was excellent a lot of variety Location was fantastic ,1
 No ventilation in bathroom,0
 Location Rough area ,0
 All the amenities in the room the fridge coffee machine microwave dishes etc was like home from home,1
 Location is awesome,1
 Beautiful setting in a lovely park room very spacious clean and comfortable bar area looking over the park was stunning located on the peaceful outskirts of the city but very easy to travel around on the tram system old building with a modern refurbishment it suited us perfectly,1
When we arrived for a late night check in we were told that we were being moved to one of its sister hotels 15 minutes away The boiler had broken in the hotel They did not call us in advance and advise us of this problem They also had us sign a paper committing us to full 4 night reservation prior to disclosing the facility s maintenance issues and being required to move We were then transported at 11 p m to the other hotel where we were told we had to pay for the full 4 night stay without inspection of the room or area At that hour we had no choice but to make the payment We were then stuck in a basement apartment and all of the attractions we planned to visit were a 20 minute rail ride away We asked to be moved to a higher level family room and they were unable to support the request We called booking com to express our concern but were only told that we were committed to the reservation and had to stay at one of these two hotels We then agreed to be moved back to original one with the preferred location Around 1 p m the next day we were moved back to the original hotel Although I was told by the hotel s management that the room was located on the 2nd level and was lovely and would comfortably hold a couple with an 11 year old child the room was tiny Much much smaller than most small European rooms Worse yet it was filthy dirty The carpet walls windowsills and pullout couch were obviously soiled The courtyard area where the room looked out on was filthy also with garbage laying outside We have pictures to support this description It was shocking that we were not released from the reservation We have used booking com in the past but NEVER AGAIN They should have helped us to find an appropriate hotel even if it cost us an additional investment,0
 Close to many of the London attractions ,1
 old building re furnished sound travelled from top floor down bathroom very small,0
 All TOP Nice practical room Very clean Very friendly and helpful staff and perfect location Walking distance to lots of bars and restaurant ,1
 Very noisy motors all night presumably from air condition outlets Shower difficult to control as hot tap was broken but not discovered until the morning when needing to get out for a meeting so no time to ask for it to be fixed Bar area insufficient for the size of hotel Had hoped for a quiet drink before departure but bar overflowing with guests about to attend a function ,0
 Good location,1
 Located in the business district thus a fair distance walk from most attractions and restaurants Limited view,0
 NOTHING,1
 Convenience of location ,1
 Very modern and comfortable hotel all the amenities you could wish for and very friendly and helpful staff ,1
 Great hotel for families,1
 the breakfast was about average but over priced Manager was helpful Porters were friendly,1
 The stairs when the elevator broke,0
 Could not fault this hotel,0
No Positive,1
 Excellent helpful staff comfort ,1
 Cold room no fridge or mini bar TV was useless and would barely work room was a bit tired ,0
No Negative,0
 Dreadful wifi connection Don t get a room on the corridor as the lifts are very noisy ask for a corner room,0
 The blinds in the bathroom needed replacing as they were very frayed Also the ceiling needed repainting as there had obviously been a leak from the bathroom above ,0
 Location and quality of rooms,1
I had a Superior room which was probably a single in a past life very small Not great value for 168 per night Bar service was very slow as the barman kept disappearing,0
 free bar ,0
My boyfriend and I had a great stay I arranged the trip to celebrate his 30th birthday When we arrived the staff on reception were very welcoming and we were told we had been upgraded for free The room was immaculately cleaned and all the facilities bathroom kitchenette television lighting were great We spent most of our time out of the room and exploring London but if we had wanted to spend more time relaxing in the room then it would have been extremely comfortable to do so The location was great a very short walk from the London eye and other attractions it took us about 3 minutes to get there from the hotel and close to Waterloo station which was ideal for our arrival to and departure from London I would highly recommend this hotel and we would definitely stay there again on return trips to London,1
The room had a fridge which is so handy with a nice bottle of cold water waiting for me when I arrived Also a plate of fruit was delivered to my room before I had even got there Left luggage was also available which is so handy There is a free mobile phone in the room where you can browse the internet and make free calls from I think its called IHandy Staff were courteous and helpful Great location 10 min walk to Paddington Station and about half an hour to Oxford St Will be using this hotel again Customer satisfaction stands out as a priority in this hotel,1
 Lovely hotel helpful staff comfy bed ,1
Good location not so far from Notre Dame Cathedral 1 metro station frendly staff beautiful view from room nice area around price quality ratio,1
 Architecture and history of the place in particular the stairs foyer restaurant and bar ,1
 The room was appalling,0
 It was overcrowded and we couldn t even get to have breakfast as it was too busy ,0
I booked 2 nights in this hotel I have paid the total fee when I arrived at the hotel but they also take 160 poubds pending transaction from my bank account I will leave uk in several days and cancel my UK bank account but they did not return my money I sent them emails but they didn t have reply me I ll not recommend this hotel to my friends Disappointed,0
No Negative,0
 hot water tap on bath shower did not work when I complained upon booking out I was told there was nothing that could be done I was only staying there to have a nights rest sleep whilst my daughter was critically ill at GOSH very disappointed ,0
No Negative,0
 Booked without breakfast but decided in the evening to opt for breakfast Were told when we booked in we could pre order any time but when we went to the desk in the evening we were told we should have ordered it when we booked in and that it was too late now to get the special offer so we ended up having to pay the full price Conflicting information from the staff ,0
 Great location,1
 Not well maintained ,0
 Excellent location for the purpose of our trip Very convenient to walk around and discover the near by London Eye Westminster Big Ben jubilee bridge etc Westminster and Waterloo tube station are very close by Warm and spacious suite ,1
 The staff was amazing They helped us with everything and anything The rooms were clean and the property was centeraly located ,1
 Location,1
 Location was great but hidden behind their big brother from the same chain The restaurant served excellent food for reasonable prices The reception gave us discount coupons and upon their recomm we ate their Room were soundproof so we could have all the piece to study for an exam Big Ben at walking distance Great view from the hotel ,1
 Wonderfully comfortable bed and excellent shower,1
 Very thin wall I could hear all sorts of things ,0
 Really nice building but lots of building work going off But only outside so not a problem Good size rooms fairly modern Good location away from the center but easy to get to by tram WiFi worked perfectly and quickly ,1
No Negative,0
 A lot of renovation work,0
 We had to change room as the first was so disappointing Our second room was hot the air conditioning didn t work and the window could not be opened We had a very uncomfortable sleepless night ,0
 The room wasn t ready so free drinks voucher were given and you could leave you luggage once you d checked out ,1
 Friendly Staff fast internet without password and very close to paddington station,1
 No bath in the room ,0
 The toilet is slightly small though it contains everything The floor is wooden so you could hear people walking It will be noisy for people with difficulty of falling asleep But for travellers just coming to London this does not count ,0
 Air con poor and plumbing noisy,0
 Personalen var tyv rr inte serviceminded loj och l ngsam Gick inte att best lla allt som fanns p menyn g ller b de mat och dryck Fint l ge vid Hyde Park Litet rum och badrum ,0
 I could heard my neighbors above me but my friends had better experience Beside that it was great Friendly staff,0
 Breakfast,1
 Meals very plain No extras or garnishes Restaurant staff didn t seem very knowledgeable Cold croissants for breakfast ,0
 Location great close to Paddington station and some really nice restaurants and pubs near by ,1
No Negative,0
No Negative,0
 Lovely unusual architecture Quirky odd shsped bedroom,1
 Breakfast was too expensive Need some eat and run options as our tours left early each morning or even a sack lunch we could purchase ,0
Breakfast is good but has some potential for improvements Long periods without eggs etc Very limited selection of vegetables and salad Would probably expect better breakfast from a 4 star place,0
 As always the price of breakfast is far too expensive There are several places nearby to eat at sensible prices ,0
No Negative,0
 Good location ,1
No Negative,0
 I hate when the beds are two separate beds pushed together That may just be a European thing or maybe I got the reservation wrong either way I would still go back to this hotel,0
 Every bit of hotel,1
 You have to wait a lot of time to have breakfast it seems the area for the breakfast was too small for the capacity of the people they sleep in this hotel There was a lot of dust in the room and especially behind the TV set The bath towels seem to be very old almost becoming gray from white Too expensive,0
 Good location Very friendly and helpful staff,1
 Comfortable beds quality breakfast nice and helpful staff short walk to the tube,1
No Negative,0
 It s my home in Paris Six years each year I live here Thanks for everything ,1
 Location of the hotel was Central The staff were very friendly and helpful Hotel is clean and comfortable Very welcoming atmosphere ,1
 Nothing really,0
 Bathrrom quite cramped breakfast was ok but not outstanding more fruit ,0
 The room was compact but bright and nicely decorated Staff very friendly and helpful Peaceful street but very close to Earl s Court tube Would stay there again,1
 A bit on the pricey side but it s London ,0
 cleaning and comfort was not good and the value for the money was not correct,0
 Staff were so friendly and efficient Great location Fabulous breakfast Club room very spacious and modern,1
 Great service,1
 Excellent staff,1
 Bathroom was tiny terrible lay out,0
Everything a boutique hotel should be Well located on a quiet side street 1 minute walk to Earls Court station Tasteful design throughout with great thought to efficency of design Really impressive My single room was quite small but well laid out I WILL go back Liked it the best of 30 hotels I ve stayed in London,1
 It would be nice if the waiter who brings the breakfast to the room was as friendly as all the other staff ,0
great location waterloo station is right down there and london eye is 5 mins away by walk,1
 Not a bad experience but front desk always seemed very busy not personal ,0
 Upgrade of room,1
 Checking the fridge for food and drink left behind would have been good A little more milk in the room would have been nice We weren t really there longer enough to request more ,0
 My room was dirty and I was afraid to walk barefoot on the floor which looked as if it was not cleaned in weeks White furniture which looked nice in pictures was dirty too and the door looked like it was attacked by an angry dog My shower drain was clogged and the staff did not respond to my request to clean it On a day with heavy rainfall a pretty common occurrence in Amsterdam the roof in my room was leaking luckily not on the bed you could also see signs of earlier water damage I also saw insects running on the floor Overall the second floor of the property looked dirty and badly kept On top of all of this a repairman who came to fix something in a room next door at midnight was very noisy as were many of the guests I understand the challenges of running a hotel in an old building but this negligence is inconsistent with prices demanded by the hotel On the last night after I complained about water damage the night shift manager offered to move me to a different room but that offer came pretty late around midnight when I was already in bed and ready to sleep ,0
 Very good breakfast and nice staff for service We would love to stay here again if there any chance,1
 Location location Right off Oxford Street London s iconic shopping destination ,1
No Negative,0
 It was so central good food shops and close to attractions,1
 amazing staff were so helpful with our young daughter and arranging everything for our stay from car parking to baby sitting,1
No Negative,0
 They were more than accommodating with allowing early check in and complementary late check out Would really recommend the Apex group of hotels for your business or leisure travels ,1
 Great location a block away from the Russell Square tube Station on the Piccadilly Line Easy to access buses too British Museum is a close and easy walk away Euston St Pancras and King s Cross train stations are nearby Beautiful marble y interior Excellent and friendly staff Everything worked Well appointed bathroom ,1
No Negative,0
 The beds were amazingly comfortable and the room was just the right temperature during a very hot night Breakfast was good ,1
 The room was too hot needed a fan over night to cool down no opening windows,0
 Poor cleanliness very bad Wifi connection The bed is uncomfortable it really hurts my back and nick Very slow service Breakfast asking for extra money to get something like omelet So I cancelled,0
No Negative,0
I had to wait at reception for check in for 20 minutes and I was annoyed the kind Italian gentlemen at the reception added FREE breakfast for me and kept trying to crack jokes until I had a smile and accepted the apology The free breakfast was very good and I would definitely of paid for it Variety of things to have I checked out but my meeting was at 4pm they let me wait at the lovely waiting room downstairs until I was ready to leave The staff definitely cared about their customer being happy Thank You I d definitely come again,1
 SPLENDID BREAKFAST,1
 Loved this hotel great location close to the Westminster Bridge and overlooking Big Ben and the Houses of Parlament Very central location for a London base ,1
 Location was good Went to a New Years Eve party which was good,1
No Negative,0
 Reservation process for family was a mess Moved to a room in front of the elevators Breakfast was always full and had a long waiting queue to get a table ,0
 Remember the egg and bacon better from previous stays,0
 Staff Location,1
 Great breakfast good staff especially Razavan at reception Magnificant Edwaridian common rooms and loby ,1
Tables for 2 at breakfast too close together,0
 plumbing a little old,0
 The hotel is fine and well run but the rooms are small But that is the luck of the draw ,0
 the hotel was in a bad condition Not really clean and everything was worn out Breakfast was barely OK and room service dinner was bad low quality and cold when I got it Hotel Arena doesnt deliver what its four stars promise ,0
No Negative,0
 expensive and poor breakfast poor cleaning poor facilities small and short bed the bathroom is just Dirty and very poor,0
 I believe daily rate differentials should be advised to customers not after the fact,0
No Negative,0
 Very good breakfast friendly stuff and perfect location,1
 Good breakfast A beautiful old building full of character Comfy bed Quiet ,1
 Tiny room that is a health hazard The wardrobe is the wedth of a window,0
 upgraded on arrival very good but unfortunately lovely room had a smell of cigarettes mixed with perfume so changed room next room in attic annexe very cold offered a heater but asked to change again back to regular sized room perfectly adequate as on my own and comfortable but bothered by traffic noise from main road outside ,0
 Excellent position close to many attractions on the Left Bank with proximity to RER and Metro stations Comfortable room and very friendly helpful staff ,1
Club room type was really nice Thanks to the staff for upgrading our booking after no room available of our own pick at our arrival Really quiet area Two different Tube stations to choose from at a 5 7min walk distance Friendly and helpful staff,1
 I booked a junior suite and it was uninhabitable the windows rattled every time the wind blew It was impossible to keep the room warm It was a sad first time experience with your hotel and chain ,1
No Negative,0
 Location,1
 Great sized room especially for London,1
 Location room especially the bathroom quiet ,1
No Positive,1
 I liked the room a lot and the microwave was a nice surprise Also having the complimentary room upgrade was nice ,1
 Location,1
 Bathroom door no privacy Breakfast very crowded,0
 it rained on sunday ,0
 Bring earplugs Lots of traffic noise but no problem with earplugs in ,0
No Negative,0
 Staff were very friendly location is fantastic Loved our stay will definitely be back ,1
 Wifi is hit and miss not a huge deal but it isn t great ,0
 The staff very friendly yet professional Just a really good hotel And don t forget the duck ,1
No Negative,0
the room is too small we booked a deluxe twin the reality was different from the photos there was hardly any room for suitcases the bed sheets were dirty such basic necessities as toiletries and toilet paper were often missing when we came back to the hotel in the evening the shower hose was too short and my height is only 1 6 m so if you are tall it ll be very uncomfortable you can hear the floors creaking and squeaking from all the rooms around and above,0
 Great location friendly helpful staff,1
No Positive,1
 Nothing,0
 we liked the location and the fact that the building kept its old world integrity The staff did their best to be helpful ,1
 I was upgraded but my room had no atmosphere not even a picture on the wall Menu was dreadful for such a large hotel,0
 Great staff,1
 Lication was great ,1
 room,1
 Room was pretty small and no sofa as there was supposed to be,0
 Great location friendly staff,1
 Finding someone else hair in the our new made bed and mirror not close enough to blow dry hair,0
 Veiw from room was amazing ,1
No Negative,0
 Nothing ,0
 Very nice central hotel staff all very attentive Very comfortable will use again in future,1
 Disappointed that the Executive Lounge was not open ,0
 The heating was not working in the room for the first two days,0
 Nice safe location great local amenities and useful having having two tubes and bikes to get through the parks good shower,1
 Excellent hotel Lovely and strategic location nicely decorated and has the facilities one could ask for Staff are extremely helpful and attentive ,1
 Not for business travelers I requested a quiet room but was awoken by kitchen preparation resteraunt etc every morning and evening,0
 Great location The rooms and bathrooms are very well laid out with plenty of storage Elemis products shampoo conditioner bath gel and lotion Lovely coffee and tea service includes milk chocolate and different types of sugar Plenty of outlets Clever desk vanity set up is a perfect area to dry hair makeup The bench at the end of the bed is also very handy ,1
No Positive,1
 the atmosphere and the architecture of the building Comfortable room Nice bathroom with a great shower ,1
 Bedroom very comfortable Food in the Tempus Restaurant very good,1
 Location and greeting,1
 Great location easy transportation to everything Walking distance to restaurants and grocery stores Room was very quiet and comfortable,1
 It s a beautiful hotel an architectural pearl Such a pleasure to stay in a hotel with so much history connected to it It was a lovely stay ,1
No Positive,1
 The extras in the room were quite nice,1
 Staff really friendly and was very nice,1
 The location is excellent right next to the tube or a walk away from Euston station We had treat the partner package which received a good response The hotel is also very grand looking Would certainly come back ,1
No Negative,0
 The breakfast was great The service was amazing and room was perfect for us ,1
 Friendly welcoming,1
 Bathroom was VERY tiny Not even a proper sink No breakfast included ,0
 Well promoted Looked ideal as our chosen location for watching NYE London fireworks Short walk from Waterloo Station ,1
 The location,1
 Great location close to Waterloo and then an easy and comfortable walk via Westminster Whitehall to the West End very enjoyable ,1
 helpful reception staff,1
 Bed extra comfy room great temperature Staff very helpful ,1
We booked a Superior Double room for my mum and I wouldnt have described it as superior but it was a beautiful room bed was comfy bathroom was spotless and old building itself was just stunning Breakfast was superb and well worth 12 prebooked a selection of hot food including boiled eggs pastries and toast fresh fruit yoghurt salmon cheese and ham Location is just around the corner from Queensway situated on the Central line tube station which had a lift great for luggage,1
 There was insufficient hanging space for clothes There could have been larger cups for tea and coffee making facilities or even a teapot The room was fairly small but perfectly adequate for a couple exploring London ,0
 We loved the look and feel of this historic building its in a great location with lots of choice of restaurants The staff were very friendly and as it was my Birthday whilst visiting they kindly put a bottle of wine Balloon cake and box of chocolate in room to make the stay even more enjoyable,1
 The staff were absolutely amazing The location perfect great cafes in area for breakfast options etc Beautiful room especially the bathroom Highly recommended ,1
 Bed was v comfortable staff v helpful ,1
1 There s no CNN Sports and other movie channels,0
 There were no real restaurant facilities only the breakfast room and then the bar ,0
 Excellent hotel and staff Great location for the tube and Euston station ,1
Single rooms too many stairs items towel holders safes mirrors when foggy too high 5 6 people Wardrobe unstable no headboard 1 4 loo roll need sliding door to ensuite not enough space dangerous at night,0
 We got stuck in the lift twice which was quite frightening The bed we had needed replacing as the springs had collapsed The power points lost power one morning therefore unable to use hairdryer or recharge devices I think it should noted on the website that scaffolding across the front of the building could raise concerns of noise and inconvenience,0
No Positive,1
 There was nothing not to like ,0
 Wonderful staffs beautiful breakfast room and foods elegantly displayed and served Gracious hospitality overall Convenient location for public transportation ,1
 Price and value for money,0
 Modern room with all amenities of a high class hotel Great location Superb service and helpful staff Great bathroom ,1
 The only complaint I would make is that the windows would not open and also the plumbing in the bathroom bowl was a bit sluggish ,0
 Prices at the bar ,0
Great to be located so close to both St Michel and Odeon stations Also short distance to Luxembourg Gardens The staff at reception were really personable and helpful Kids 19 and 16 yrs old appreciated and enjoyed the chocolates at reception Had breakfast once at the hotel and it was great Found the hotel to be homely yet efficient Was good to get a triple room too which was really comfortable and not that easy to find,1
No Negative,0
 Rooms are okay,1
Room was a little small and 2 nights was enough,0
 Beautiful room that was ready early with the most comfortable massive bed Backs straight onto the park can t wait to come back when all of the construction is complete We didn t hear anything building work related whilst staying Loved the atmosphere and feeling of all the areas of the hotel Especially the hall to our room ,1
The room was great for a solo traveller however space and wardrobe would have been a challenge for 2 of us especially if you needed to hang formal clothes The rainhead shower was awesome and the hand held option good If I had a full head of hair maybe a challenge if not wishing to wash it The UNenclosed shower great if you do not need to use the toilet or brush your teeth after in socks as the floor gets wet Again if 2 sharing would need back up of floor mats slippers etc,0
 In the closet was dust I had to clean hangers at first and then put my things,0
 Pull out bed so uncomfortable poor very poor,1
 room was small and they gave me an upgrade ,0
 Location very quiet street but only a stone throw away from bars and restaurants Nice modern room Very clean Friendly and helpful reception staff who all spoke excellent English,1
 The location was perfect Stones through away from Earls Court station Staff were all lovely and accommodating Gardens were lovely Cracking Thai restaurant round the corner too Rooms were fine nothing outstanding but clean and the bed was comfy We didn t use all the hotel facilities unfortunately as really busy sight seeing ,1
 We loved the hotel and would like to return later in the year,1
No Negative,0
 The location wasn t the best but it was real close to the metro which got you anywhere you wanted in minutes So it wasn t so bad ,0
No Negative,0
 So close to Kensington Palace gardens,1
 Rooms were a little small and the bathroom could have done with a bit of a clean ,0
 Wonderful building location ,1
 Breakfast was not included in the price ,0
 Great location frendly staff nice rooms,1
 Amazing staff made our stay great for our anniversary,1
 The bed was so soft like rishaaa,1
there where waterpipes near the room it sounded like it s in our own toilet everytime someone upstairs flushed very loud and sbsolutely disturbing maybe only in these room 12,0
 Restaurant too small for breakfast,0
No Positive,1
 When my daughter and her friend finally were given the correct room the one that I had reserved and paid for that was a relief ,1
Breakfast not included and u have to pay 16 per adult but they were clear from the bigining and mentioned that on booking,0
No Negative,0
 I didn t book another night should have ,0
 light bulb wasn t working in our room difficult to find out how to switch on subtitles on tv,0
 Amazing indian food for room service,1
 Location for train and the help from the concierge,1
1 Decent room considering the price 2 Room has microwave silverware and Nespresso machine 2 Good location close to Waterloo,1
 The friendly staff in bar restaurant The evening meal was excellent A pity the club sandwiches at lunch were awful After the building renovations I think this hotel will be fabulous It has so much history and is so unusual Loved it ,1
No Negative,0
 Bed hard Walls too dark Halls need reno,0
 The breakfast is thumbs up with its variety n quality ,1
No Positive,1
No Negative,0
 The building and location,1
 Location,1
 Great location and easy access to central London,1
15min walking distance away from the Paddington station,0
 Wonderful welcome from Michaela who was excellent very friendly and helpful also upgraded us Breakfast was also excellent with great selection and service Highly recommend to all ,1
 Lights above bed too strong,0
 Perfectly adequate facilities for one night and the concierge guys were great ,1
 The room was small but the character of the hotel made up for it in a large modern hotel you could wake up anywhere in the world and it would look the same not here you are in London ,0
No Negative,0
 The bedroom soundproffing was really poor as we could hear the client of the next room snoring at night ,0
 Perfect location nice room and facilities fitness sauna friendly staff ,1
 Amazing brand new junior suite Perfect for our minimoon ,1
 Friendly staff ,1
 For a four star hotel the breakfast was not great and barely better than Premier Inn Watery egg mass produced sausages horrible coffee and fruit juice ,0
 nothing,0
 Sumptuous surroundings and friendly staff ,1
No Negative,0
 Great location for sightseeing Comfy bed everything we needed in our room with a nice view,1
Convienent location on the Picadilly line gives you direct access to Heathrow Coventry Garden and Leicester Square Just a few blocks from the British Museum We had booked a superior room but were informed prior to arrival that due to renovations it would not be available Provided us with a rebate for downgrading to a standard room and gave us free breakfast The room we got was much bigger than we expected which was a pleasant surprise The staff were friendly and helpful throughout our stay The breakfast was great although I don t know if I would spend the 19 50 per person if it was not included,1
No Negative,0
 Price of breakfast expensive ,0
 Clean large room very quiet Very helpful staff Excellent overall ,1
 Extremely polite warm staff We have stayed before but they made us feel like regulars ,1
 beautiful interior,1
 Comfortable and spacious rooms with extremely helpful and pleasant staff The security of the guests is taken care of very well specially late at night when the staff never fails to check if you re an actual guest at the hotel but of course with great politeness ,1
No Negative,0
 Comfy bed and good facilities in the room Great location ,1
No Negative,0
 Food in the restaurant was good and the size of the room was excellent ,1
 The beds and decor were nice It was an easy walk from the tube station and there were plenty of food establishments still open around it late at night We chose this hotel because three adults could stay in the one room in three separate beds which is a rare thing to find in accommodation Extra pillows and a toothbrush set were brought promptly on request ,1
 I am pretty sure when I booked it was suggested that breakfast was included but this wasn t the case Parking information on area wasn t great Although we did find a great deal after some searching other sites online ,0
 Room too hot,0
 Good clean comfortable hotel The staff are friendly and helpful they held onto our bags during our last day ,1
No Positive,1
 Staff are amazing Had an issue with my room and they fixed it straight away Was given another room ,1
No Negative,0
 The room is so small for a family with kids no space to move ,0
 At the outside front entrance to the hotel there is a large carpeted area that was extremely wet due to the weather which spoiled the lovely entrance to an otherwise great hotel ,0
Lovely hotel from start to finish Very clean comfortable and a good night sleep The staffs can t do enough for you well worth the money cant fault anything 10 10,1
 Food and drink are overpriced ,0
We have 3 persons when I booking on this website they described this suite have two bedrooms but in fact only use transparent curtain to separate bed and lounge where put small sofa bed it is totally wrong info from booking com so we have to take one more suite when we checking in the outside of the hotel is terrible dirty and not safe feeling but near to airport and exhibition it is good for me,0
We would have liked to know in advance that the hotel is being renovated We had a room right in front of the building site and were waken up at 6 30 because of the noise Booking com should warn travellers for this so they can ask for a room on the quiet side of the hotel,0
No Negative,0
 Good breakfast nice beds nice to live at a hotel with history ,1
 Twin room Bathroom was ridiculously tiny a real squeeze to get to the tiny basin good job the heated towel rail wasn t on ,0
 Breakfast was awesome Staff were very friendly and extremely helpful The Bar Restaurant was very convenient and provided great service Loved the food and drinks they had to offer The bedroom and shower was nice I enjoyed my stay and would definitely book a room at Park Plaza County Hall next time I m in town In terms of location you can t beat it all the landmarks are within walking distance and Waterloo station is just around the corner so you can get around town on the tube very easily ,1
No Negative,0
We are a family of 4 on arrival first day complementary toiletries not enough had to call house keeping for more Second day was out most of the day sight seeing got back at 5 15 room just cleaned left us with 2 towels only no toiletries had to ring house keeping again,0
 Location is great and supporting staff cleaning ladies laundry service was excellent ,1
 Best nights sleep I have had in a long while,1
 Location was excellent could walk to many tourist destinations Staff was helpful and polite Restaurant was convenient with delicious food ,1
Staff were fantastic and changed our overall view of the hotel Got off to a bad start room 240 was tiny and they changed us No argument Bar staff and reception staff really friendly and pleasant,1
 Concierge Bernard particularly helpful Wonderful location,1
 Great location near the place de la Sorbonne and very pleasant staff ,1
 A little pricey ,0
The room was a Club It was ridiculously small in that it was a struggle to walk round the end of the bed Anyone more than 6ft 3 tall would be struggling with the low ceiling height The bathroom was a toilet basin with a shower which had a curtain ridiculously small it is not a wet room The mattress dipped in the middle so an uncomfortable 2 nights sleep Overall we felt that we had been charged a lot more than it was worth As a regular genius booker with booking com we ware disappointed not to have been alerted to these problems as we would have stayed elsewhere,0
The air condition is very good Clean and tidy room The staff are friendly and helpful Lots of Italian restaurants around and I found 3 local shops nearby,1
Handy location for Heathrow express which is needed to catch at 5 25am,1
 The floor to ceiling window meant there was no fresh air but the air conditioning was adjusted from the hotel norm to make it more comfortable for us ,0
 Fantastic location very clean room someone called Leanne I think on reception was helpful and kind Breakfast was lovely great choice ,1
No Negative,0
 Price,0
 Location good,1
 This hotel is located on the western edge of the City in the walking distance from all the West end attractions in a quiet courtyard next to the Temple Inn of court The room was spacious and well equipped ,1
 Everything right down to the breakfast ,1
 Coffee shop,0
 The bed was a little small The shower suddenly turned colder or hotter ,0
 Breakfast buffet was more than satisfactory Plenty of choices for all Bed was very comfortable Bathroom shower was powerful and plenty of hot water Location could not have been better Very short walk to underground Beautiful gardens at the rear of hotel Very quiet in spite of being close to Earl s Court Rd Staff was friendly and helpful Everyone was very easy to deal with ,1
 Very big problems with payment by bank transfer Problems with extension our stay at hotel Shame because hotel is ok ,0
 not cleaned well lady pushing to pay during my breakfast poor signs for temporary reception during renovation,0
 The location was great,1
No Positive,1
